# The Ingot (MGC Overnight Level Sweep-Reclaim (5m)) - best return-on-drawdown window 04 Jan 2026 to 07 Aug 2026 - closed trades at Multiplier 5 - hypothetical backtested results, commissions and slippage modeled
exit_day,entry_px,exit_px,net_pnl_usd,side,signal,qty,return_pct
01 Apr 26,4845.3,4866.0,1023.0,L,L,5.0,0.4223
01 Apr 26,4845.3,4857.2,583.0,L,L,5.0,0.2406
01 Apr 26,4852.5,4863.1,518.0,L,L,5.0,0.2135
01 Apr 26,4852.5,4864.4,583.0,L,L,5.0,0.2403
01 Apr 26,4904.4,4878.3,-1317.0,L,L,5.0,-0.5371
01 Apr 26,4904.4,4878.3,-1317.0,L,L,5.0,-0.5371
05 Apr 26,4757.8,4746.5,553.0,S,S,5.0,0.2325
05 Apr 26,4757.8,4782.4,-1242.0,S,S,5.0,-0.5221
06 Apr 26,4766.7,4777.0,503.0,L,L,5.0,0.211
06 Apr 26,4766.7,4787.3,1018.0,L,L,5.0,0.4271
06 Apr 26,4781.6,4792.0,508.0,L,L,5.0,0.2125
06 Apr 26,4781.6,4802.3,1023.0,L,L,5.0,0.4279
06 Apr 26,4808.5,4786.5,-1112.0,L,L,5.0,-0.4625
06 Apr 26,4808.5,4786.5,-1112.0,L,L,5.0,-0.4625
06 Apr 26,4786.3,4798.3,588.0,L,L,5.0,0.2457
06 Apr 26,4786.3,4810.3,1188.0,L,L,5.0,0.4964
06 Apr 26,4776.9,4768.1,428.0,S,S,5.0,0.1792
06 Apr 26,4776.9,4759.3,868.0,S,S,5.0,0.3634
06 Apr 26,4776.7,4767.3,458.0,S,S,5.0,0.1918
06 Apr 26,4776.7,4758.0,923.0,S,S,5.0,0.3865
06 Apr 26,4751.2,4772.6,-1082.0,S,S,5.0,-0.4555
06 Apr 26,4751.2,4772.6,-1082.0,S,S,5.0,-0.4555
07 Apr 26,4764.0,4753.6,508.0,S,S,5.0,0.2133
07 Apr 26,4764.0,4743.3,1023.0,S,S,5.0,0.4295
07 Apr 26,4799.3,4809.5,498.0,L,L,5.0,0.2075
07 Apr 26,4799.3,4777.4,-1107.0,L,L,5.0,-0.4613
07 Apr 26,4765.4,4751.3,693.0,S,S,5.0,0.2908
07 Apr 26,4765.4,4737.2,1398.0,S,S,5.0,0.5867
08 Apr 26,4830.5,4819.5,538.0,S,S,5.0,0.2228
08 Apr 26,4830.5,4818.6,583.0,S,S,5.0,0.2414
08 Apr 26,4831.5,4820.4,543.0,S,S,5.0,0.2248
09 Apr 26,4831.5,4855.7,-1222.0,S,S,5.0,-0.5058
09 Apr 26,4859.3,4869.1,478.0,L,L,5.0,0.1967
09 Apr 26,4859.3,4871.2,583.0,L,L,5.0,0.24
09 Apr 26,4878.8,4868.4,508.0,S,S,5.0,0.2082
09 Apr 26,4878.8,4858.1,1023.0,S,S,5.0,0.4194
10 Apr 26,4876.2,4866.1,493.0,S,S,5.0,0.2022
10 Apr 26,4876.2,4856.1,993.0,S,S,5.0,0.4073
10 Apr 26,4879.4,4889.1,473.0,L,L,5.0,0.1939
10 Apr 26,4879.4,4898.7,953.0,L,L,5.0,0.3906
10 Apr 26,4884.6,4894.7,493.0,L,L,5.0,0.2019
10 Apr 26,4884.6,4904.8,998.0,L,L,5.0,0.4086
12 Apr 26,4769.0,4794.9,-1307.0,S,S,5.0,-0.5481
12 Apr 26,4769.0,4794.9,-1307.0,S,S,5.0,-0.5481
13 Apr 26,4834.0,4824.5,463.0,S,S,5.0,0.1916
13 Apr 26,4834.0,4855.2,-1072.0,S,S,5.0,-0.4435
13 Apr 26,4847.5,4826.9,-1042.0,L,L,5.0,-0.4299
13 Apr 26,4847.5,4826.9,-1042.0,L,L,5.0,-0.4299
13 Apr 26,4831.3,4821.9,458.0,S,S,5.0,0.1896
13 Apr 26,4831.3,4852.5,-1072.0,S,S,5.0,-0.4438
13 Apr 26,4874.3,4884.6,503.0,L,L,5.0,0.2064
13 Apr 26,4874.3,4886.2,583.0,L,L,5.0,0.2392
14 Apr 26,4889.2,4899.5,503.0,L,L,5.0,0.2058
14 Apr 26,4889.2,4909.8,1018.0,L,L,5.0,0.4164
14 Apr 26,4900.7,4878.8,-1107.0,L,L,5.0,-0.4518
14 Apr 26,4900.7,4878.8,-1107.0,L,L,5.0,-0.4518
14 Apr 26,4887.6,4898.9,553.0,L,L,5.0,0.2263
14 Apr 26,4887.6,4899.5,583.0,L,L,5.0,0.2386
15 Apr 26,4945.1,4923.7,-1082.0,L,L,5.0,-0.4376
15 Apr 26,4945.1,4923.7,-1082.0,L,L,5.0,-0.4376
15 Apr 26,4930.1,4920.2,483.0,S,S,5.0,0.1959
15 Apr 26,4930.1,4910.3,978.0,S,S,5.0,0.3967
15 Apr 26,4914.3,4935.0,-1047.0,S,S,5.0,-0.4261
15 Apr 26,4914.3,4935.0,-1047.0,S,S,5.0,-0.4261
16 Apr 26,4928.8,4919.0,478.0,S,S,5.0,0.194
16 Apr 26,4928.8,4909.3,963.0,S,S,5.0,0.3908
16 Apr 26,4910.2,4900.6,468.0,S,S,5.0,0.1906
16 Apr 26,4910.2,4891.1,943.0,S,S,5.0,0.3841
17 Apr 26,4905.3,4896.7,418.0,S,S,5.0,0.1704
17 Apr 26,4905.3,4927.5,-1122.0,S,S,5.0,-0.4575
20 Apr 26,4901.1,4891.9,448.0,S,S,5.0,0.1828
20 Apr 26,4901.1,4923.9,-1152.0,S,S,5.0,-0.4701
20 Apr 26,4924.7,4935.1,508.0,L,L,5.0,0.2063
20 Apr 26,4924.7,4918.6,-317.0,L,L,5.0,-0.1287
21 Apr 26,4908.7,4899.2,463.0,S,S,5.0,0.1886
21 Apr 26,4908.7,4889.7,938.0,S,S,5.0,0.3822
21 Apr 26,4902.1,4891.9,498.0,S,S,5.0,0.2032
21 Apr 26,4902.1,4881.7,1008.0,S,S,5.0,0.4113
21 Apr 26,4842.4,4852.0,468.0,L,L,5.0,0.1933
21 Apr 26,4842.4,4861.6,948.0,L,L,5.0,0.3915
21 Apr 26,4862.2,4872.3,493.0,L,L,5.0,0.2028
22 Apr 26,4862.2,4882.3,993.0,L,L,5.0,0.4085
22 Apr 26,4873.1,4882.8,473.0,L,L,5.0,0.1941
22 Apr 26,4873.1,4851.7,-1082.0,L,L,5.0,-0.4441
22 Apr 26,4861.9,4852.5,458.0,S,S,5.0,0.1884
22 Apr 26,4861.9,4843.2,923.0,S,S,5.0,0.3797
22 Apr 26,4837.7,4828.0,473.0,S,S,5.0,0.1955
22 Apr 26,4837.7,4818.4,953.0,S,S,5.0,0.394
23 Apr 26,4815.4,4805.0,508.0,S,S,5.0,0.211
23 Apr 26,4815.4,4794.6,1028.0,S,S,5.0,0.427
23 Apr 26,4803.5,4826.3,-1152.0,S,S,5.0,-0.4797
23 Apr 26,4803.5,4826.3,-1152.0,S,S,5.0,-0.4797
23 Apr 26,4840.5,4850.3,478.0,L,L,5.0,0.1975
23 Apr 26,4840.5,4844.3,178.0,L,L,5.0,0.0735
24 Apr 26,4820.2,4831.3,543.0,L,L,5.0,0.2253
24 Apr 26,4820.2,4842.4,1098.0,L,L,5.0,0.4556
27 Apr 26,4833.4,4812.6,-1052.0,L,L,5.0,-0.4353
27 Apr 26,4833.4,4812.6,-1052.0,L,L,5.0,-0.4353
27 Apr 26,4814.5,4804.9,468.0,S,S,5.0,0.1944
27 Apr 26,4814.5,4802.6,583.0,S,S,5.0,0.2422
28 Apr 26,4700.6,4691.1,463.0,S,S,5.0,0.197
29 Apr 26,4700.6,4681.7,933.0,S,S,5.0,0.397
29 Apr 26,4675.2,4657.0,898.0,S,S,5.0,0.3842
29 Apr 26,4675.2,4663.3,583.0,S,S,5.0,0.2494
29 Apr 26,4658.2,4637.7,1013.0,S,S,5.0,0.4349
29 Apr 26,4658.2,4617.2,2038.0,S,S,5.0,0.875
29 Apr 26,4672.4,4681.8,458.0,L,L,5.0,0.196
30 Apr 26,4672.4,4650.2,-1122.0,L,L,5.0,-0.4803
30 Apr 26,4733.2,4744.1,533.0,L,L,5.0,0.2252
30 Apr 26,4733.2,4744.8,568.0,L,L,5.0,0.24
01 May 26,4737.4,4716.7,-1047.0,L,L,5.0,-0.442
01 May 26,4737.4,4716.7,-1047.0,L,L,5.0,-0.442
01 May 26,4717.6,4707.7,483.0,S,S,5.0,0.2048
01 May 26,4717.6,4697.8,978.0,S,S,5.0,0.4146
01 May 26,4700.5,4691.1,458.0,S,S,5.0,0.1949
01 May 26,4700.5,4681.7,928.0,S,S,5.0,0.3949
01 May 26,4703.9,4714.3,508.0,L,L,5.0,0.216
01 May 26,4703.9,4724.7,1028.0,L,L,5.0,0.4371
03 May 26,4714.9,4703.4,563.0,S,S,5.0,0.2388
03 May 26,4714.9,4703.0,583.0,S,S,5.0,0.2473
04 May 26,4713.0,4702.8,498.0,S,S,5.0,0.2113
04 May 26,4713.0,4702.1,533.0,S,S,5.0,0.2262
04 May 26,4696.6,4685.8,528.0,S,S,5.0,0.2248
04 May 26,4696.6,4684.7,583.0,S,S,5.0,0.2483
04 May 26,4684.6,4674.7,483.0,S,S,5.0,0.2062
04 May 26,4684.6,4664.9,973.0,S,S,5.0,0.4154
04 May 26,4675.9,4666.6,453.0,S,S,5.0,0.1938
04 May 26,4675.9,4667.1,428.0,S,S,5.0,0.1831
05 May 26,4641.1,4651.7,518.0,L,L,5.0,0.2232
05 May 26,4641.1,4653.0,583.0,L,L,5.0,0.2512
05 May 26,4657.0,4667.2,498.0,L,L,5.0,0.2139
05 May 26,4657.0,4677.4,1008.0,L,L,5.0,0.4329
05 May 26,4686.7,4697.0,503.0,L,L,5.0,0.2146
05 May 26,4686.7,4707.2,1013.0,L,L,5.0,0.4323
05 May 26,4726.6,4736.0,458.0,L,L,5.0,0.1938
05 May 26,4726.6,4745.4,928.0,L,L,5.0,0.3927
06 May 26,4757.1,4767.1,488.0,L,L,5.0,0.2052
06 May 26,4757.1,4769.0,583.0,L,L,5.0,0.2451
06 May 26,4802.4,4812.5,493.0,L,L,5.0,0.2053
06 May 26,4802.4,4814.3,583.0,L,L,5.0,0.2428
06 May 26,4797.7,4807.4,473.0,L,L,5.0,0.1972
06 May 26,4797.7,4817.0,953.0,L,L,5.0,0.3973
07 May 26,4805.4,4814.5,443.0,L,L,5.0,0.1844
07 May 26,4805.4,4823.5,893.0,L,L,5.0,0.3717
07 May 26,4845.8,4866.6,1028.0,L,L,5.0,0.4243
07 May 26,4845.8,4866.9,1043.0,L,L,5.0,0.4305
07 May 26,4815.2,4826.7,563.0,L,L,5.0,0.2338
07 May 26,4815.2,4827.1,583.0,L,L,5.0,0.2421
08 May 26,4817.1,4807.5,468.0,S,S,5.0,0.1943
08 May 26,4817.1,4838.5,-1082.0,S,S,5.0,-0.4492
10 May 26,4798.5,4787.1,558.0,S,S,5.0,0.2326
10 May 26,4798.5,4786.6,583.0,S,S,5.0,0.243
11 May 26,4793.0,4801.9,433.0,L,L,5.0,0.1807
11 May 26,4793.0,4810.7,873.0,L,L,5.0,0.3643
11 May 26,4856.3,4863.4,343.0,L,L,5.0,0.1413
11 May 26,4856.3,4863.4,343.0,L,L,5.0,0.1413
11 May 26,4831.7,4822.1,468.0,S,S,5.0,0.1937
12 May 26,4831.7,4821.4,503.0,S,S,5.0,0.2082
12 May 26,4818.8,4809.3,463.0,S,S,5.0,0.1922
12 May 26,4818.8,4799.9,933.0,S,S,5.0,0.3872
12 May 26,4805.6,4796.0,468.0,S,S,5.0,0.1948
12 May 26,4805.6,4796.5,443.0,S,S,5.0,0.1844
12 May 26,4804.2,4794.3,483.0,S,S,5.0,0.2011
12 May 26,4804.2,4792.3,583.0,S,S,5.0,0.2427
12 May 26,4795.3,4785.6,473.0,S,S,5.0,0.1973
12 May 26,4795.3,4792.3,138.0,S,S,5.0,0.0576
13 May 26,4782.8,4772.7,493.0,S,S,5.0,0.2062
13 May 26,4782.8,4781.0,78.0,S,S,5.0,0.0326
13 May 26,4791.5,4781.3,498.0,S,S,5.0,0.2079
14 May 26,4791.5,4771.1,1008.0,S,S,5.0,0.4207
14 May 26,4807.2,4780.0,-1372.0,L,L,5.0,-0.5708
14 May 26,4807.2,4780.0,-1372.0,L,L,5.0,-0.5708
14 May 26,4753.7,4742.6,543.0,S,S,5.0,0.2285
14 May 26,4753.7,4731.5,1098.0,S,S,5.0,0.462
17 May 26,4640.3,4627.3,638.0,S,S,5.0,0.275
17 May 26,4640.3,4614.3,1288.0,S,S,5.0,0.5551
18 May 26,4632.1,4645.9,678.0,L,L,5.0,0.2927
18 May 26,4632.1,4644.0,583.0,L,L,5.0,0.2517
18 May 26,4651.0,4666.0,738.0,L,L,5.0,0.3174
18 May 26,4651.0,4662.9,583.0,L,L,5.0,0.2507
18 May 26,4661.2,4672.5,553.0,L,L,5.0,0.2373
18 May 26,4661.2,4681.0,978.0,L,L,5.0,0.4196
18 May 26,4680.4,4657.7,-1147.0,L,L,5.0,-0.4901
18 May 26,4680.4,4657.7,-1147.0,L,L,5.0,-0.4901
18 May 26,4657.9,4668.8,533.0,L,L,5.0,0.2289
19 May 26,4657.9,4634.9,-1162.0,L,L,5.0,-0.4989
19 May 26,4637.8,4626.8,538.0,S,S,5.0,0.232
19 May 26,4637.8,4615.9,1083.0,S,S,5.0,0.467
19 May 26,4574.1,4562.2,583.0,S,S,5.0,0.2549
19 May 26,4574.1,4562.2,583.0,S,S,5.0,0.2549
20 May 26,4558.8,4581.5,-1147.0,S,S,5.0,-0.5032
20 May 26,4558.8,4581.5,-1147.0,S,S,5.0,-0.5032
20 May 26,4575.4,4599.4,-1212.0,S,S,5.0,-0.5298
20 May 26,4575.4,4599.4,-1212.0,S,S,5.0,-0.5298
20 May 26,4592.7,4570.8,-1107.0,L,L,5.0,-0.4821
20 May 26,4592.7,4570.8,-1107.0,L,L,5.0,-0.4821
21 May 26,4630.6,4619.5,543.0,S,S,5.0,0.2345
21 May 26,4630.6,4618.7,583.0,S,S,5.0,0.2518
21 May 26,4625.0,4603.4,-1092.0,L,L,5.0,-0.4722
21 May 26,4625.0,4603.4,-1092.0,L,L,5.0,-0.4722
21 May 26,4608.1,4597.9,498.0,S,S,5.0,0.2161
21 May 26,4608.1,4596.2,583.0,S,S,5.0,0.253
21 May 26,4591.4,4615.6,-1222.0,S,S,5.0,-0.5323
21 May 26,4591.4,4615.6,-1222.0,S,S,5.0,-0.5323
21 May 26,4626.2,4615.4,528.0,S,S,5.0,0.2283
22 May 26,4626.2,4604.6,1068.0,S,S,5.0,0.4617
22 May 26,4619.9,4609.9,488.0,S,S,5.0,0.2113
22 May 26,4619.9,4599.9,988.0,S,S,5.0,0.4277
25 May 26,4672.1,4650.0,-1117.0,L,L,5.0,-0.4782
25 May 26,4672.1,4650.0,-1117.0,L,L,5.0,-0.4782
25 May 26,4644.3,4633.4,533.0,S,S,5.0,0.2295
25 May 26,4644.3,4622.6,1073.0,S,S,5.0,0.4621
26 May 26,4630.4,4620.2,498.0,S,S,5.0,0.2151
26 May 26,4630.4,4619.2,548.0,S,S,5.0,0.2367
26 May 26,4606.8,4610.0,-344.0,S,S,10.0,-0.0747
26 May 26,4605.9,4596.3,468.0,S,S,5.0,0.2032
27 May 26,4605.9,4586.8,943.0,S,S,5.0,0.4095
29 May 26,4595.4,4606.2,528.0,L,L,5.0,0.2298
29 May 26,4595.4,4607.3,583.0,L,L,5.0,0.2537
29 May 26,4618.4,4627.5,443.0,L,L,5.0,0.1918
29 May 26,4618.4,4636.5,893.0,L,L,5.0,0.3867
31 May 26,4633.7,4624.3,458.0,S,S,5.0,0.1977
31 May 26,4633.7,4621.8,583.0,S,S,5.0,0.2516
01 Jun 26,4607.1,4597.7,458.0,S,S,5.0,0.1988
01 Jun 26,4607.1,4588.4,923.0,S,S,5.0,0.4007
01 Jun 26,4589.9,4575.2,723.0,S,S,5.0,0.315
01 Jun 26,4589.9,4578.0,583.0,S,S,5.0,0.254
03 Jun 26,4562.3,4550.8,563.0,S,S,5.0,0.2468
03 Jun 26,4562.3,4550.4,583.0,S,S,5.0,0.2556
03 Jun 26,4536.0,4545.5,463.0,L,L,5.0,0.2041
03 Jun 26,4536.0,4547.9,583.0,L,L,5.0,0.2571
04 Jun 26,4556.5,4567.5,538.0,L,L,5.0,0.2361
