# Triad (MNQ Strong Book (3 legs)) - best return-on-drawdown window 01 Feb 2026 to 01 Sep 2026 - closed trades at Multiplier 3 - hypothetical backtested results, commissions and slippage modeled
exit_day,entry_px,exit_px,net_pnl_usd,side,signal,qty,return_pct
02 Mar 26,25371.5,25329.0,501.0,S,Fvg short lim,6.0,0.1646
03 Mar 26,25090.25,25057.0,390.0,S,Fvg short lim,6.0,0.1295
03 Mar 26,25090.25,24964.5,1500.0,S,Fvg short lim,6.0,0.4982
03 Mar 26,25099.0,25093.5,28.5,S,TT short lim,3.0,0.0189
03 Mar 26,25148.0,25067.25,480.0,S,TT short split,3.0,0.3181
03 Mar 26,25099.25,24994.0,627.0,S,TT confirm add,3.0,0.4163
03 Mar 26,25090.25,25089.25,3.0,S,Fvg short lim,6.0,0.001
03 Mar 26,25090.25,25089.25,3.0,S,Fvg short lim,6.0,0.001
03 Mar 26,25232.0,25269.5,441.0,L,Fvg long lim,6.0,0.1456
03 Mar 26,25232.0,25237.25,54.0,L,Fvg long lim,6.0,0.0178
04 Mar 26,25298.0,25344.0,543.0,L,Fvg long lim,6.0,0.1789
04 Mar 26,25298.0,25471.5,2073.0,L,Fvg long lim,6.0,0.6829
04 Mar 26,25471.5,25599.75,-1548.0,S,MWF short lim,6.0,-0.5064
04 Mar 26,25474.0,25599.75,-759.0,S,MWF confirm add,3.0,-0.4966
04 Mar 26,25705.25,25719.0,156.0,L,Fvg long lim,6.0,0.0506
04 Mar 26,25705.25,25660.25,-549.0,L,Fvg long lim,6.0,-0.178
05 Mar 26,25528.5,25509.0,225.0,S,Fvg short lim,6.0,0.0734
05 Mar 26,25528.5,25591.75,-768.0,S,Fvg short lim,6.0,-0.2507
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25605.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25599.75,25595.0,-66.0,L,Fvg long lim,6.0,-0.0215
05 Mar 26,25599.75,25595.0,-66.0,L,Fvg long lim,6.0,-0.0215
05 Mar 26,25525.75,25563.5,444.0,L,Fvg long lim,6.0,0.145
05 Mar 26,25525.75,25531.0,54.0,L,Fvg long lim,6.0,0.0176
05 Mar 26,25580.75,25587.75,-93.0,S,Fvg short lim,6.0,-0.0303
05 Mar 26,25580.75,25587.75,-93.0,S,Fvg short lim,6.0,-0.0303
05 Mar 26,25580.75,25514.0,792.0,S,Fvg short lim,6.0,0.258
05 Mar 26,25580.75,25328.0,3024.0,S,Fvg short lim,6.0,0.9851
06 Mar 26,25161.0,25335.25,2082.0,L,MWF long lim,6.0,0.6896
06 Mar 26,25179.0,25335.25,933.0,L,MWF confirm add,3.0,0.6176
09 Mar 26,24864.25,24869.5,54.0,L,Fvg long lim,6.0,0.0181
09 Mar 26,24864.25,24869.5,54.0,L,Fvg long lim,6.0,0.0181
09 Mar 26,24864.25,24917.5,630.0,L,Fvg long lim,6.0,0.2111
09 Mar 26,24864.25,24869.5,54.0,L,Fvg long lim,6.0,0.0181
09 Mar 26,24864.25,24917.5,630.0,L,Fvg long lim,6.0,0.2111
09 Mar 26,24864.25,24869.5,54.0,L,Fvg long lim,6.0,0.0181
09 Mar 26,25353.5,25462.5,1299.0,L,Fvg long lim,6.0,0.427
10 Mar 26,25353.5,25511.75,1890.0,L,Fvg long lim,6.0,0.6212
11 Mar 26,25610.25,25571.0,-480.0,L,Fvg long lim,6.0,-0.1562
11 Mar 26,25610.25,25571.0,-480.0,L,Fvg long lim,6.0,-0.1562
11 Mar 26,25506.25,25503.0,30.0,S,Fvg short lim,6.0,0.0098
11 Mar 26,25506.25,25503.0,30.0,S,Fvg short lim,6.0,0.0098
11 Mar 26,25521.5,25526.75,54.0,L,Fvg long lim,6.0,0.0176
11 Mar 26,25521.5,25526.75,54.0,L,Fvg long lim,6.0,0.0176
11 Mar 26,25521.5,25454.25,-1632.0,L,Fvg long lim,12.0,-0.2664
12 Mar 26,25358.25,25393.5,414.0,L,Fvg long lim,6.0,0.1361
12 Mar 26,25358.25,25363.5,54.0,L,Fvg long lim,6.0,0.0177
12 Mar 26,25206.25,25164.25,-256.5,L,TT long lim,3.0,-0.1696
12 Mar 26,25157.25,25164.25,37.5,L,TT long split,3.0,0.0248
12 Mar 26,25210.75,25164.25,-283.5,L,TT confirm add,3.0,-0.1874
12 Mar 26,25100.5,25080.0,237.0,S,Fvg short lim,6.0,0.0787
12 Mar 26,25100.5,25023.5,915.0,S,Fvg short lim,6.0,0.3038
12 Mar 26,25067.25,25103.0,-438.0,S,Fvg short lim,6.0,-0.1456
12 Mar 26,25067.25,25103.0,-438.0,S,Fvg short lim,6.0,-0.1456
13 Mar 26,25101.0,25085.5,177.0,S,Fvg short lim,6.0,0.0588
13 Mar 26,25101.0,25042.25,696.0,S,Fvg short lim,6.0,0.2311
13 Mar 26,24967.75,25081.75,-1377.0,S,Fvg short lim,6.0,-0.4596
13 Mar 26,24967.75,25081.75,-1377.0,S,Fvg short lim,6.0,-0.4596
13 Mar 26,25230.5,24916.0,3765.0,S,MWF short lim,6.0,1.2435
13 Mar 26,25207.25,24916.0,1743.0,S,MWF confirm add,3.0,1.1524
15 Mar 26,24983.5,25018.5,411.0,L,Fvg long lim,6.0,0.1371
15 Mar 26,24983.5,24988.75,54.0,L,Fvg long lim,6.0,0.018
15 Mar 26,24983.5,25018.5,411.0,L,Fvg long lim,6.0,0.1371
16 Mar 26,24983.5,24988.75,54.0,L,Fvg long lim,6.0,0.018
16 Mar 26,25159.0,25186.5,321.0,L,MWF long lim,6.0,0.1063
16 Mar 26,25184.25,25186.5,9.0,L,MWF confirm add,3.0,0.006
17 Mar 26,25079.5,25069.25,114.0,S,Fvg short lim,6.0,0.0379
17 Mar 26,25079.5,25041.5,447.0,S,Fvg short lim,6.0,0.1485
17 Mar 26,25079.5,25069.25,114.0,S,Fvg short lim,6.0,0.0379
17 Mar 26,25079.5,25074.25,54.0,S,Fvg short lim,6.0,0.0179
17 Mar 26,25079.5,25112.25,-402.0,S,Fvg short lim,6.0,-0.1336
17 Mar 26,25079.5,25112.25,-402.0,S,Fvg short lim,6.0,-0.1336
17 Mar 26,25296.75,25305.0,-54.0,S,TT short lim,3.0,-0.0356
17 Mar 26,25345.75,25300.0,270.0,S,TT short split,3.0,0.1775
17 Mar 26,25292.25,25300.0,-51.0,S,TT confirm add,3.0,-0.0336
18 Mar 26,25143.75,25178.75,411.0,L,MWF long lim,6.0,0.1362
18 Mar 26,25164.25,25178.75,82.5,L,MWF confirm add,3.0,0.0546
18 Mar 26,25168.0,25143.25,288.0,S,Fvg short lim,6.0,0.0954
18 Mar 26,25168.0,25162.75,54.0,S,Fvg short lim,6.0,0.0179
18 Mar 26,24993.0,24978.5,165.0,S,Fvg short lim,6.0,0.055
19 Mar 26,24993.0,24938.75,642.0,S,Fvg short lim,6.0,0.2141
