# The Assay (MGC New York FVG Continuation) - best return-on-drawdown window 02 Jan 2026 to 01 Sep 2026 - closed trades at Multiplier 3 - hypothetical backtested results, commissions and slippage modeled
exit_day,entry_px,exit_px,net_pnl_usd
02 Jan 26,4492.6,4502.2,1134.0
08 Jan 26,4634.5,4624.9,1134.0
08 Jan 26,4631.6,4639.0,-906.0
09 Jan 26,4668.5,4677.0,-1038.0
12 Jan 26,4784.8,4775.2,1134.0
13 Jan 26,4768.3,4757.0,-1374.0
13 Jan 26,4760.1,4769.7,1134.0
13 Jan 26,4760.1,4749.7,-1266.0
14 Jan 26,4773.5,4783.1,1134.0
15 Jan 26,4789.3,4779.7,1134.0
16 Jan 26,4747.1,4756.7,1134.0
19 Jan 26,4841.2,4831.6,1134.0
21 Jan 26,4973.1,4982.7,1134.0
21 Jan 26,4973.1,4982.7,1134.0
21 Jan 26,4987.7,4997.3,1134.0
21 Jan 26,4936.2,4945.9,1146.0
21 Jan 26,4936.2,4945.8,1134.0
23 Jan 26,5140.5,5148.8,-1014.0
26 Jan 26,5231.3,5221.7,1134.0
26 Jan 26,5251.5,5241.9,1134.0
26 Jan 26,5251.5,5241.9,1134.0
26 Jan 26,5240.6,5231.0,1134.0
27 Jan 26,5229.1,5219.5,1134.0
28 Jan 26,5457.0,5447.4,1134.0
28 Jan 26,5457.0,5503.4,-5586.0
29 Jan 26,5465.3,5474.9,1134.0
29 Jan 26,5465.3,5474.9,1134.0
29 Jan 26,5465.3,5474.9,1134.0
29 Jan 26,5465.3,5474.9,1134.0
29 Jan 26,5465.3,5474.9,1134.0
29 Jan 26,5359.0,5368.6,1134.0
29 Jan 26,5359.0,5368.6,1134.0
30 Jan 26,4996.3,5006.0,1146.0
30 Jan 26,4996.3,5005.9,1134.0
30 Jan 26,4996.3,5005.9,1134.0
30 Jan 26,4996.3,5006.0,1146.0
01 Feb 26,4810.9,4820.5,1134.0
02 Feb 26,4815.4,4825.1,1146.0
02 Feb 26,4815.4,4807.3,-990.0
02 Feb 26,4819.9,4829.6,1146.0
02 Feb 26,4819.9,4829.5,1134.0
02 Feb 26,4965.1,4955.5,1134.0
02 Feb 26,4965.1,4955.5,1134.0
02 Feb 26,4965.1,4955.5,1134.0
03 Feb 26,5115.2,5105.6,1134.0
03 Feb 26,5115.2,5105.6,1134.0
03 Feb 26,5079.6,5070.0,1134.0
04 Feb 26,5061.7,5045.0,-2022.0
04 Feb 26,5084.1,5075.8,-1014.0
04 Feb 26,5084.1,5093.7,1134.0
04 Feb 26,5084.1,5075.8,-1014.0
05 Feb 26,5021.9,5031.5,1134.0
05 Feb 26,5021.9,5031.5,1134.0
05 Feb 26,4992.7,5002.3,1134.0
05 Feb 26,4992.7,5002.3,1134.0
09 Feb 26,5215.1,5223.2,-990.0
11 Feb 26,5237.3,5227.7,1134.0
17 Feb 26,5021.2,5030.8,1134.0
17 Feb 26,5073.7,5082.2,-1038.0
18 Feb 26,5134.9,5125.3,1134.0
24 Feb 26,5291.8,5301.4,1134.0
24 Feb 26,5291.8,5301.4,1134.0
25 Feb 26,5362.6,5353.0,1134.0
26 Feb 26,5308.3,5317.9,1134.0
26 Feb 26,5308.3,5317.9,1134.0
27 Feb 26,5332.8,5343.0,-1242.0
27 Feb 26,5386.8,5398.5,-1422.0
02 Mar 26,5433.9,5443.5,1134.0
02 Mar 26,5433.9,5443.5,1134.0
02 Mar 26,5433.9,5443.5,1134.0
02 Mar 26,5433.9,5443.5,1134.0
02 Mar 26,5433.9,5443.5,1134.0
02 Mar 26,5433.9,5443.5,1134.0
03 Mar 26,5220.3,5229.9,1134.0
03 Mar 26,5220.3,5229.9,1134.0
03 Mar 26,5259.8,5239.2,-2490.0
03 Mar 26,5226.2,5235.8,1134.0
04 Mar 26,5273.0,5282.6,1134.0
05 Mar 26,5210.0,5219.6,1134.0
06 Mar 26,5288.2,5278.6,1134.0
06 Mar 26,5288.2,5300.4,-1482.0
08 Mar 26,5217.2,5226.8,1134.0
09 Mar 26,5249.4,5271.8,-2706.0
10 Mar 26,5333.5,5328.8,546.0
12 Mar 26,5280.8,5287.9,834.0
12 Mar 26,5247.4,5230.7,-2022.0
13 Mar 26,5242.5,5235.5,-858.0
15 Mar 26,5132.2,5141.8,1134.0
16 Mar 26,5127.7,5120.7,-858.0
16 Mar 26,5119.3,5128.9,1134.0
16 Mar 26,5143.8,5153.4,1134.0
17 Mar 26,5119.4,5108.7,-1302.0
18 Mar 26,5004.6,5014.2,1134.0
18 Mar 26,5004.6,5014.2,1134.0
18 Mar 26,5004.6,4994.8,-1194.0
19 Mar 26,4978.1,4960.7,-2106.0
19 Mar 26,4717.5,4727.1,1134.0
19 Mar 26,4717.5,4727.1,1134.0
19 Mar 26,4718.4,4728.0,1134.0
20 Mar 26,4693.4,4703.0,1134.0
20 Mar 26,4693.4,4703.0,1134.0
20 Mar 26,4693.4,4673.6,-2394.0
23 Mar 26,4518.0,4508.4,1134.0
23 Mar 26,4553.0,4543.4,1134.0
24 Mar 26,4545.2,4535.6,1134.0
24 Mar 26,4532.5,4522.9,1134.0
25 Mar 26,4685.9,4676.3,1134.0
25 Mar 26,4685.9,4676.3,1134.0
25 Mar 26,4685.9,4676.3,1134.0
25 Mar 26,4685.9,4676.3,1134.0
25 Mar 26,4619.9,4612.5,-906.0
25 Mar 26,4628.0,4637.6,1134.0
26 Mar 26,4635.3,4644.9,1134.0
26 Mar 26,4509.1,4491.5,-2130.0
27 Mar 26,4648.2,4638.6,1134.0
27 Mar 26,4630.0,4640.7,-1302.0
27 Mar 26,4648.2,4638.6,1134.0
27 Mar 26,4648.2,4638.6,1134.0
27 Mar 26,4638.8,4629.0,1158.0
29 Mar 26,4638.8,4629.2,1134.0
30 Mar 26,4668.6,4659.0,1134.0
30 Mar 26,4625.0,4634.6,1134.0
01 Apr 26,4897.7,4888.1,1134.0
